continent,country_of_birth,persons,women,men,check_sum_jurisdictions,universe,source_table,source_file,source_page
América,San Vicente y Las Granadinas,1,1,0,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Santa Lucía,10,6,4,10,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Suriname,7,5,2,7,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Trinidad y Tobago,21,8,13,21,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Uruguay,95384,51409,43975,95384,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Venezuela,161495,85118,76377,161495,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Antillas Holandesas,35,18,17,35,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
América,Indeterminado (América),171,96,75,171,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Afganistán,229,101,128,229,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Arabia Saudita,106,44,62,106,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Armenia,862,435,427,862,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Azerbaiyán,20,10,10,20,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Bahrein,10,5,5,10,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Bangladesh,114,30,84,114,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Bhután,4,1,3,4,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Brunei,7,4,3,7,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Camboya,52,27,25,52,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,China,18629,8543,10086,18629,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Corea,5337,2743,2594,5337,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Corea Democrática y Popular,386,204,182,386,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Emiratos Árabes Unidos,64,34,30,64,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Filipinas,137,90,47,137,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Georgia,61,31,30,61,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Hong Kong (región administrativa especial de China),76,38,38,76,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,India,566,198,368,566,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Indonesia,58,33,25,58,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Irán,202,84,118,202,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Iraq,42,13,29,42,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Israel,1394,695,699,1394,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Japón,2703,1436,1267,2703,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Jordania,30,17,13,30,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Kazajstán,221,127,94,221,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Kirguistán,57,34,23,57,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Kuwait,14,4,10,14,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Laos,442,227,215,442,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Líbano,566,284,282,566,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Macao (región administrativa especial de China),21,8,13,21,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Malasia,50,28,22,50,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Maldivas,2,0,2,2,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Mongolia,5,4,1,5,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Myanmar,5,1,4,5,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Nepal,9,0,9,9,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Omán,1,0,1,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Pakistán,69,21,48,69,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Palestina,47,22,25,47,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Qatar,15,3,12,15,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Singapur,52,29,23,52,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Siria,1324,558,766,1324,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Sri Lanka,12,6,6,12,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Tailandia,132,81,51,132,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Taiwán,3018,1551,1467,3018,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Tayikistán,6,2,4,6,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Timor Leste,1,1,0,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Turkmenistán,23,16,7,23,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Uzbekistán,42,24,18,42,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Viet Nam,89,56,33,89,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Yemen,7,1,6,7,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Asia,Indeterminado ( Asia ),23,14,9,23,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Albania,164,90,74,164,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Alemania,4087,2179,1908,4087,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Andorra,129,54,75,129,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Austria,679,393,286,679,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Belarús,106,73,33,106,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Bélgica,703,367,336,703,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Bosnia y Herzegovina,28,12,16,28,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Bulgaria,126,74,52,126,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Chipre,33,18,15,33,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Croacia,674,397,277,674,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Dinamarca,191,97,94,191,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Eslovaquia,100,59,41,100,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Eslovenia,508,300,208,508,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,España,48492,27550,20942,48492,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Estonia,37,21,16,37,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Ex Checoslovaquia,18,11,7,18,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Ex Yugoslavia,71,45,26,71,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Finlandia,70,40,30,70,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Francia,3960,1945,2015,3960,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Grecia,694,380,314,694,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Hungría,415,239,176,415,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Irlanda,155,60,95,155,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Islandia,11,1,10,11,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Italia,68169,39474,28695,68169,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Letonia,57,40,17,57,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Liechtenstein,3,2,1,3,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Lituania,79,54,25,79,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Luxemburgo,14,10,4,14,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Macedonia,39,19,20,39,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Malta,11,6,5,11,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Moldova,50,28,22,50,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
